uin_,nickname_,title_,vid_,duration_
554768253,满天星,,ugc_l110uh,62
554768253,满天星,,ugc_09jvn6,18
556314863,何必转,,ugc_78rlry,663
556595828,笑看人生,,ugc_b57jcow,33
556753670,萧衞國,,ugc_bce3065,10
558332466,懂你,,ugc_5szx8,13
558332466,懂你,亲，愿你健康快乐每一天！,ugc_bk5c3kl,15
558520588,冷美慧,,ugc_m425yu,38
558650104,春暖花开y朋友门春暖花开就是我廖,,ugc_r446f1,15
558936140,꧁逍遥客家装快装꧂,美女美不美！,ugc_brpxry3,78
558936140,꧁逍遥客家装快装꧂,好漂亮啊！,ugc_g06fq2,60
558936140,꧁逍遥客家装快装꧂,可爱不！,ugc_kjf17b,15
559936344,秀秀,,ugc_4h3bq2,15
559936344,秀秀,,ugc_bfa2r9t,12
559936344,秀秀,,ugc_b6c4tjg,15
559936344,秀秀,,ugc_b2xlpyd,15
559936344,秀秀,,ugc_bhhk7kx,15
559936344,秀秀,,ugc_suj70x,15
559936344,秀秀,,ugc_bkkdnl5,15
559936344,秀秀,,ugc_ukavfr,18
559936344,秀秀,,ugc_4wg71j,12
559936344,秀秀,,ugc_bxazq36,12
559936344,秀秀,,ugc_bl6pybu,11
559936344,秀秀,,ugc_bq0lkec,18
559936344,秀秀,,ugc_zflxnb,16
559936344,秀秀,,ugc_blrmoew,16
559936344,秀秀,,ugc_by00jl3,16
559936344,秀秀,,ugc_btq839q,11
559936344,秀秀,,ugc_bquyytw,17
559936344,秀秀,,ugc_nc7q7g,11
559936344,秀秀,,ugc_90qa78,14
559936344,秀秀,,ugc_c9s4j6,10
559936344,秀秀,,ugc_bjg8sy6,17
559936344,秀秀,,ugc_vf1bsg,35
559936344,秀秀,,ugc_039dy9,14
559936344,秀秀,,ugc_sg94t6,15
559936344,秀秀,,ugc_b6wsz8x,10
559936344,秀秀,,ugc_b62a7wy,17
559936344,秀秀,,ugc_he8yq6,15
559936344,秀秀,,ugc_bxvgs56,59
559936344,秀秀,,ugc_qg5i2,12
559936344,秀秀,,ugc_4taybx,31
559936344,秀秀,,ugc_b076xlb,10
559936344,秀秀,,ugc_b29cdq1,15
559936344,秀秀,,ugc_bu6ata1,33
559936344,秀秀,,ugc_bs56aie,15
559936344,秀秀,,ugc_2olqw,59
559936344,秀秀,,ugc_t0g1bl,12
559936344,秀秀,,ugc_xxaad1,12
559936344,秀秀,,ugc_lvtmxt,15
559936344,秀秀,,ugc_bf92n97,15
559936344,秀秀,,ugc_ceusue,60
559936344,秀秀,,ugc_yl8xzc,11
559936344,秀秀,,ugc_b59u38r,15
559936344,秀秀,,ugc_svwqmx,11
559936344,秀秀,,ugc_b71aqmv,12
559936344,秀秀,,ugc_bm0cyqm,18
559936344,秀秀,,ugc_bpwal2t,12
559936344,秀秀,世界这大，我想去看看！,ugc_8ovvwq,15
559936344,秀秀,,ugc_bh3t77n,15
560242441,世间一粒沙,就是这个朴实的男人，捐了140万,ugc_v0ii1n,252
560242441,世间一粒沙,生活处处有中医,ugc_bscdixn,431
560242441,世间一粒沙,这小狗太有才了,ugc_b5pkido,143
560856376,心宽,,ugc_94ybmt,15
561956219,墨客,,ugc_bi7amwv,18
562580170,吴仕梅,,ugc_bnxvwdh,51
562580170,吴仕梅,,ugc_bqlhlqb,15
562720690,Chen.X.G.,,ugc_bq4ooiw,242
562840704,💞 心中有你💞,舞蹈队最棒！,ugc_yaw0h3,9
562840704,💞 心中有你💞,值勤人员你们辛苦了！我代表全村谢谢你们！,ugc_gqua3l,32
563882676,五叔,,ugc_0p5cvj,10
564391632,亮丽人生,,ugc_bpmgds0,57
564391632,亮丽人生,,ugc_bu9tfad,58
565357252,花好月圆,,ugc_b4gchp4,15
565664845,慢慢学习汪巧云,四季轮回★情不变♥,ugc_233e0x,55
565664845,慢慢学习汪巧云,春回大地风光无限好祝各位亲朋好友平安快乐★★,ugc_bp5y4h9,44
565664845,慢慢学习汪巧云,我做好自己★尊敬别人♥快乐分享♬,ugc_bofqnpz,15
566569628,爱人,,ugc_j080v4,22
567388548,新柱商店,,ugc_byqfx62,10
568317258,火狼丶丶(张良明),说了真现,ugc_6c8cs5,33
571140655,==中國好分體==,这是啥玩意？,ugc_bfygdwa,11
571238856,金凤凰,,ugc_wsv2it,17
571238856,金凤凰,,ugc_b3ip5lu,16
571238856,金凤凰,,ugc_czsas4,15
571654584,匡兴富,,ugc_b3cnnj3,18
571654584,匡兴富,,ugc_b0j22qw,143
572762307,顺其自然,,ugc_bhf64lx,15
572762307,顺其自然,,ugc_bb9lck7,15
573285490,闲庭信步,,ugc_c91yb3,232
574143698,老郝，建平,,ugc_lo2bx5,15
574157452,一生一世,,ugc_fdlxy0,15
574276353,少珍，，一生所爱,,ugc_bmfct9e,78
575413935,其格其,最美的蒙古女孩,ugc_zn6bz2,15
575413935,其格其,鸿古尔蒙古摄影 微信hongguer2018,ugc_bkntagz,15
576712788,一帆风顺,,ugc_bs3jnri,39
577794870,第六空间,大自然与人的秘密；人体365个穴位，一年365天，人体有四肢，一年有四季，人体有12条经络，一年有12个月……人与自然是密切相连,ugc_ur9bai,116
578302862,红梅,,ugc_b3eyq6b,15
578302862,红梅,,ugc_w6co3i,15
579984567,陈建宏,,ugc_mhgokn,2
581206624,美好的明天,,ugc_8hvtuf,15
583321048,456,,ugc_by5q2xx,15
583888348,娇,,ugc_id4lxf,35
583888348,娇,,ugc_bev8te4,28
584198403,美好家园,,ugc_bsgk1ew,7
584198403,美好家园,,ugc_kbyblo,7
584466982,天天好日子,,ugc_3huy7a,25
586099688,候萍萍,,ugc_bm190ll,28
586099688,候萍萍,,ugc_bt9tw7s,10
586099688,候萍萍,,ugc_czjkhe,59
586473890,明天会更好,,ugc_b06bhq8,30
586911748,张丽华,,ugc_bgcpn2l,15
586911748,张丽华,,ugc_yf21gg,15
586971611,小蒲(南漂北移),完美的西藏，虔诚的心灵和质朴的生灵！;;🙏 🙏 🙏 🙏 🙏 🙏 🙏,ugc_ynre4x,58
586971611,小蒲(南漂北移),,ugc_fmp2p1,30
588268693,天天想你 ,,ugc_ojcykf,15
588399811,幸福有你。^O^,,ugc_bhy5p5f,15
588418042,黄学英18871383359,,ugc_fzpr63,9
588418042,黄学英18871383359,,ugc_w5ho8k,15
588418042,黄学英18871383359,,ugc_ucm1j3,19
588418042,黄学英18871383359,,ugc_b0exidi,11
588418042,黄学英18871383359,,ugc_19wnst,4
588418042,黄学英18871383359,,ugc_bar2yyj,17
588418042,黄学英18871383359,,ugc_px4gdh,15
588418042,黄学英18871383359,,ugc_b5mpk20,15
588418042,黄学英18871383359,,ugc_5c7iib,15
589077800,惠耳听力李东梅,戴着助听器做刺绣，生活质量不要被年龄所限制,ugc_1mijkg,18
590170662,人生之路,,ugc_25o1xe,261
590328354,枫叶,,ugc_bngxmsr,19
590328354,枫叶,,ugc_395ir,19
590328354,枫叶,,ugc_hhtmi2,30
590328354,枫叶,,ugc_bn041co,40
590328354,枫叶,,ugc_ptooz4,10
590537146,翠玲,,ugc_b45dj6p,19
591842912,彭清16673212266,,ugc_wimaab,15
591842912,彭清16673212266,,ugc_kp4qj7,15
591842912,彭清16673212266,,ugc_bew6ykw,15
591913699,步步高,,ugc_biib5yk,12
592069999,蒙恩的Paul,心灵的敬拜,ugc_9fqa0p,201
592069999,蒙恩的Paul,优美的旋律,ugc_ba1t19l,151
592069999,蒙恩的Paul,主当我向你跪下的时候,ugc_7a1ezi,126
592233701,向幸福出发,,ugc_3s9p8w,23
594268778,相濡以沫,变美小秘密㊙️ 分享给你,ugc_bxl7su1,22
594386961,海阔天空，平水相逢,,ugc_b5ohg3b,63
596220574,（家和万事兴）顺其自然,,ugc_badoj4k,13
596220574,（家和万事兴）顺其自然,,ugc_7isneg,59
596220574,（家和万事兴）顺其自然,,ugc_b3o7ni9,24
596220574,（家和万事兴）顺其自然,,ugc_mhezq7,15
596220574,（家和万事兴）顺其自然,,ugc_b14f1xn,17
596220574,（家和万事兴）顺其自然,,ugc_nfrcgd,33
597028306,夕阳无限好,,ugc_8ji6td,29
597028306,夕阳无限好,,ugc_bujnk7h,15
597831324,zng,聚会老同学,ugc_bjs9iwn,17
597831324,zng,难得的老同学聚会,ugc_bobaufu,17
598785420,湘兴,,ugc_19fjdq,10
602392941,得更新，被变化！,,ugc_bc8jqu5,198
602392941,得更新，被变化！,,ugc_w2vd3p,142
602392941,得更新，被变化！,,ugc_b1uq5uz,177
602392941,得更新，被变化！,,ugc_bn3u47m,73
602392941,得更新，被变化！,,ugc_fhizg0,175
603136404,爱太原,,ugc_bzsxdkz,227
603136404,爱太原,,ugc_27xbxu,30
603136404,爱太原,,ugc_b2eta2v,30
603136404,爱太原,,ugc_b0uvmfr,54
603136404,爱太原,,ugc_ba5dhnw,22
603136404,爱太原,,ugc_tnkj7b,24
603136404,爱太原,,ugc_bc5p9ta,10
603136404,爱太原,,ugc_bm22re7,15
603136404,爱太原,,ugc_k6rmru,28
603136404,爱太原,,ugc_ko0q55,23
603136404,爱太原,,ugc_6gkd2c,40
603136404,爱太原,,ugc_bo2hh2m,20
603136404,爱太原,,ugc_gwlran,43
603136404,爱太原,,ugc_bu7t4q,191
603136404,爱太原,,ugc_bfuhxa7,41
604546974,全民健身开心舞蹈队,,ugc_bq9d81u,196
604546974,全民健身开心舞蹈队,,ugc_bxv6bfw,187
604546974,全民健身开心舞蹈队,,ugc_iiedwv,201
604546974,全民健身开心舞蹈队,,ugc_smibc4,201
604546974,全民健身开心舞蹈队,,ugc_1gtivd,289
604546974,全民健身开心舞蹈队,,ugc_b7k14v9,277
606327107,李茂鼎,回溯时光；70年代的中国农村。,ugc_b0aazpl,299
606327107,李茂鼎,经典再现，你见过几样？,ugc_b45cy9g,335
606327107,李茂鼎,导游对中华民族文化讲解；中华文化博大精深，“听导一席话，胜读十年书”,ugc_si9qz2,236
606327107,李茂鼎,双鸭山市友谊县，80岁老人的心愿，感动无数人。,ugc_bb3mdnm,190
606327107,李茂鼎,小城固始工农兵，;众志成城一条心。;攻坚克难显神威，;令行禁止防疫情。,ugc_boa3mtx,128
606327107,李茂鼎,老同学早上好！照顾好自己，疫情快过去了，以后会有“忽如一夜春风来，千树万树梨花开”,ugc_kwsb5h,36
606327107,李茂鼎,谢本超的水产品到货:50克60克70克鱿鱼串，往大家前去购买，疫情期间保证质量；物美价廉、货源充足，疫情,ugc_bck3zyz,15
606327107,李茂鼎,金婷婷演唱的《天路》请大家欣赏。,ugc_cf5crg,156
606327107,李茂鼎,二月二龙抬头的传说。,ugc_tzx93v,192
606587401,扎西卓玛,呆疯了，干仗，哈哈哈,ugc_byxctha,59
606587401,扎西卓玛,宅家里的亲们，开心来啦,ugc_br386s0,129
606733232,长江,是吹还是对口型？,ugc_cgp14k,42
606733232,长江,最爱的心上人！,ugc_i4fcf4,217
606733232,长江,爱情十八拍！,ugc_b3ryb35,315
607455006,天竺,去西藏的空中,ugc_vy7uc,32
608052279,孤独的薰衣草,,ugc_fyon63,15
608302031,商金平,童年的快乐时光,ugc_m2gddf,25
610524347,hung yo,,ugc_b1l6xl8,138
612142992,单梅,随意,ugc_1ty47e,15
612555529,余 华,父老弟兄姐妹,ugc_cipuq8,182
612555529,余 华,有灯要有油,ugc_b6hzc98,239
612555529,余 华,仪征市基督教《恩德》堂(天韵)乐团,ugc_p6we36,310
612555529,余 华,《恩德》广场舞参加宝能电视大赛,ugc_bh89zn2,234
613198398,张志平,千里难寻，是朋友！,ugc_n7io0y,33
614055068,前程,美丽的青海盐湖风吹飘,ugc_buzv4k0,10
614055068,前程,美丽的青海盐湖俱风飘揚;我自豪    我‘威风’💪,ugc_b467utd,10
614212877,王明闯专业按摩13462551591,学好拼音，当好中国人。,ugc_utvy3p,480
614212877,王明闯专业按摩13462551591,这些拼音孩子们不容易记得！这个视频多看几回就记得了。,ugc_y2kvns,480
614330778,梅子《外婆王》💃💃💃💃,小妹妹送悄郎,ugc_z69rx4,214
614446735,难忘的，回忆。,,ugc_bracwwf,165
614446735,难忘的，回忆。,,ugc_bupfytb,62
614994926,阿扎西，开心果,这是中国人民的福音，沒有毛主席和中国共产党，就没有新中国！,ugc_1uicdr,48
614994926,阿扎西，开心果,远离红尘，自寻静处，闲情逸致，自娛自乐。,ugc_brzjhc,142
614994926,阿扎西，开心果,,ugc_cz9t71,17
614994926,阿扎西，开心果,宅在陋室，闲得无聊。欲出封门，冠状病毒，恐可袭人。故乱弹琴，自得其乐。,ugc_1tr7up,138
614994926,阿扎西，开心果,喝茶疗心病，独行舒豪情。红尘迷人魂，静处最安稳。,ugc_z4n2cw,40
615435436,黄金海岸,,ugc_bo9740e,291
615501610,温素玲🇨🇳,广场交谊舞快四练习,ugc_blrmje9,295
615501610,温素玲🇨🇳,,ugc_bwp2nkb,341
616189835,小余🍁🍁 💃 👯,酒醉的蝴蝶，动作比较简单，舞姿很优美，感谢大家支持,ugc_g8tm8p,142
616473835,小仙女,,ugc_benghnn,18
617176633,农民现代话,,ugc_rtkrnh,69
617176633,农民现代话,,ugc_bf9gvzq,11
617176633,农民现代话,,ugc_9m58l,6
617176633,农民现代话,,ugc_bc2z90j,87
617176633,农民现代话,,ugc_owrq38,60
617176633,农民现代话,,ugc_b0etybu,33
617176633,农民现代话,,ugc_zbnjdk,72
617176633,农民现代话,,ugc_bpbzoym,57
617176633,农民现代话,,ugc_bd5megs,37
617176633,农民现代话,,ugc_zhvm40,22
617399874,陈社牙中国人寿18970251239,,ugc_bo174id,13
617882010,罗万书,竹盐的抗凝血试验。,ugc_byi92dw,62
617882010,罗万书,竹盐解烟毒试验。,ugc_b2y7rez,80
617882010,罗万书,竹盐的抗氧化性试验（还原性）。,ugc_jm78rq,80
617882010,罗万书,体验竹盐的真实分享。,ugc_w7fo5t,118
617882010,罗万书,体验竹盐的真实分享。,ugc_bohvnp,68
617882010,罗万书,体验竹盐的真实分享。,ugc_bovh55m,174
617882010,罗万书,分享集合。,ugc_bsfytmu,253
617882010,罗万书,血丝融化试验。,ugc_8q52sb,191
617882010,罗万书,鸡血试验,ugc_bbudw70,168
619287974,阿桂,规范交谊舞 慢三步《又见北风吹》2019年会舞,ugc_bo3adir,213
619287974,阿桂,一曲《又见北风吹》想起当年《白毛女》记忆犹新，规范交谊舞慢三步  2019年会舞,ugc_b7j5k0q,208
619287974,阿桂,一曲《醉乡》 唱尽乡愁 慢四舞蹈视频,ugc_bfihgdx,299
619791444,大海,瑞典SCA书刊纸，白度83，松厚度1.5，54克与岳纸60克同厚=0.08， 每吨降成本600元。电话13682223562,ugc_buignxg,10
619791444,大海,香港宝芝林的俏肌樱细胞水，六秒吸收，不油腻，美肤效果好,ugc_wq4o85,13
619857975,以心印心,天天美食小蝴蝶花,ugc_b3wy3yb,48
619857975,以心印心,小蝴蝶花,ugc_bgeilxi,63
623145472,ངུར་སྨྲིག་འཛིན་པ,བླ་མ་བློ་བཟང་གྲགས་པ།,ugc_hjudpp,15
623145472,ངུར་སྨྲིག་འཛིན་པ,,ugc_9rdqov,15
623145472,ངུར་སྨྲིག་འཛིན་པ,,ugc_bvnv15p,55
623418818,阿尔祖{失望}💘,,ugc_b20hw2u,15
624185538,会笑,,ugc_dndypr,15
624601223,春雨如歌,心灵的春天;正和社工公益宣传(11)-改变人生;2020-2-27,ugc_bkyvgyf,148
624601223,春雨如歌,心灵的春天;正和社工公益宣传(10);2020-2-26,ugc_bjnjoae,114
624601223,春雨如歌,心灵的春天;正和社工人公益宣传(7)-合作共赢;2020-2-25,ugc_be8g04x,80
624942300,710罗站长,赏石水平的提高一定是视觉的积累。多看美石，赏石水平的提高自然水到渠成，你认同吗？,ugc_b0vpqaw,15
628679221,热血尖兵,,ugc_p52u5i,32
628812322,《文字控》思念如同梁上燕,春江水暖鸭先知,ugc_8mpaq5,13
629577998,罗贤发,,ugc_bfkaq3g,10
629577998,罗贤发,,ugc_gqryxg,10
629577998,罗贤发,这不错，还会吃。,ugc_bzkod7g,11
630538020,老田创业,吃个粽子噎死了，看来喝水也得注意啊,ugc_bn7vjm5,56
631046196,拼搏2020刘辉,好,ugc_m8tsmy,18
631804935,尹学良,中医专家发话了，提高免疫力的诀窍……;中医对人的健康太重要了……,ugc_bz3ggxe,116
631804935,尹学良,音乐的震撼：《奇异恩典》中英版--真有力量,ugc_stnom6,93
631804935,尹学良,History(他的故事)祂的一生对每一个人都是无比的震撼和需要，你知道吗？,ugc_b729u1e,247
631804935,尹学良,感悟人生：非常时期是为你助力和效力的，你知道吗？,ugc_btfkgdu,13
631804935,尹学良,一流书法加上独一无二的诗词，真是让赞叹啊！,ugc_sr28dc,62
632116693,中国陆大哥,,ugc_bjb5un5,8
632180619,战神,,ugc_bgj8dvt,59
632180619,战神,,ugc_bv2xln8,15
632358121,℡ 影影 (15237482589),我是单眼皮女生，面对各个整形医院的轰炸，我还是坚持做我自己，不动一针一刀，虽然没有网红脸，没有你们漂亮，但是脸是爹妈给的，我很爱,ugc_bjr7cjb,15
632511272,燕南飞翔,,ugc_xjuy1o,117
632511272,燕南飞翔,,ugc_bc3b0f6,175
632511272,燕南飞翔,,ugc_kr48s,23
632511272,燕南飞翔,,ugc_gio2dd,13
632511272,燕南飞翔,,ugc_bqj6qbh,233
632724703,老段石膏线条各钟造行线都可以,,ugc_njfn7j,15
632724703,老段石膏线条各钟造行线都可以,,ugc_biifqma,52
632724703,老段石膏线条各钟造行线都可以,,ugc_xrb80f,25
632724703,老段石膏线条各钟造行线都可以,,ugc_3i4z5h,63
632724703,老段石膏线条各钟造行线都可以,,ugc_zaqzvl,24
633783423,吉吉高,,ugc_b0axvlw,15
633999536,A谭彦辉13025910906,有心的人永远不失败，无责任心的人，就是社会的垃圾,ugc_pzpeot,145
634005434,彤tong,开车上路，这可不止是新手水平,ugc_bopfuim,15
636341879,知足常乐,,ugc_ekcaf7,13
637168741,AMEN,,ugc_bi0um8a,261
637168741,AMEN,,ugc_b6e4syv,261
637168741,AMEN,,ugc_9pk48n,224
638327494,孙祥芳,,ugc_rdlyjt,17
639275918,平平安安,,ugc_bmj7wcz,59
639744023,贝贝,,ugc_p3ji3f,16
639777034,陈丽香,,ugc_8139j6,23
640315714,老顽童,,ugc_bgjm3eo,60
641478333,健康就是福,,ugc_nd8qgf,145
642064131,范飯,,ugc_nqeoys,167
642738309,好运来。李玲,喝酵素减肥，排毒养颜。清理肠道垃圾。肠道无渣，面如桃花。,ugc_bvxxia1,10
643198110,春苗,,ugc_bto84qy,5
643829170,五九第一天。,,ugc_bexm97p,57
643829170,五九第一天。,,ugc_sryti2,106
644102383,你若安好，便是晴天！,,ugc_b190az5,40
645455901,心想事成,,ugc_ny1gbk,9
645495994,苏代汉,,ugc_bcoki3n,130
646093377,明天会更好,,ugc_bqyucvu,39
646208267,李翠兰,,ugc_b3udotw,51
646504965,快乐夕阳,,ugc_5uz8oo,18
646854550,薛,,ugc_90u4r,15
646854550,薛,,ugc_v7brbf,30
647359815,实（权）十美,2019年中秋节，央视中秋晚会现场附近场景。,ugc_nwi4ul,67
648018932,和,,ugc_00ao3l,319
648018932,和,,ugc_k3f2xl,300
648018932,和,,ugc_k837nf,331
648643649,学渊,,ugc_b64c1v5,10
648643649,学渊,太厉害了。,ugc_ze305,24
650401876,丽平,,ugc_bar8j04,9
651786508,A 🎼八度吉他🎸音乐教室🎼,吉他弹唱巜花瓣雨》—童安格,ugc_puz4i,96
651787158,锋云,,ugc_btzf9uy,51
652663732, @芜湖雄鹰、朱祥林,人都有年老的時侯,ugc_bd986yn,296
652663732, @芜湖雄鹰、朱祥林,,ugc_cgkq3w,44
652663732, @芜湖雄鹰、朱祥林,人与大🌹   ❤自然🌴🍀🌷🌸🌻,ugc_bpfhuxb,116
655386662,优生活,,ugc_08yqn8,26
655386662,优生活,,ugc_zw5ig0,11
655386662,优生活,,ugc_w91xpn,17
655386662,优生活,,ugc_bmz9eay,10
655710561,@꧁꫞꯭乜許伱卜懂꫞꧂,,ugc_q47q20,47
655841210,有你更好,,ugc_x0utpr,61
655914632,兰花,,ugc_s6st64,60
656334188,不请我自来,,ugc_b4e5yrs,58
656334188,不请我自来,,ugc_xhj626,58
656857371,孙现昌,,ugc_beieeny,257
656857371,孙现昌,,ugc_5y39c0,249
657400446,若薇,2019端午节在长沙的亍头,ugc_b8vww2t,61
657400446,若薇,2019年5月我在掦州痩西湖,ugc_b1m7nvd,29
657400446,若薇,,ugc_b8kcjyf,17
660207676,张洪兴,朋友们上午好！,ugc_bw6dxr4,242
661901026,中岳嵩少秘贴专攻颈肩腰腿疼招代理,,ugc_bs9b8jp,14
661901026,中岳嵩少秘贴专攻颈肩腰腿疼招代理,,ugc_b61jgy3,33
663523030,明天更美好,,ugc_b0v5w16,13
663523030,明天更美好,,ugc_b76shxm,15
663523030,明天更美好,,ugc_j14k7c,17
663673613,好人一生平安,周涛,ugc_biqanjn,17
663673613,好人一生平安,美妞一现,ugc_bhv939h,13
663673613,好人一生平安,美女漂亮,ugc_bdx04jr,18
663673613,好人一生平安,,ugc_bjg5wbx,17
663673613,好人一生平安,二月二龙抬头,ugc_chm1al,36
663745014,海韵舞蹈,,ugc_u2kiet,15
664002878,闹闹,,ugc_sxo6k5,15
664119408,吴瑜鑫 墨臻传媒,抗战疫病，我坚守家内岗位！,ugc_bgsx1dc,21
664370172,月亮心,,ugc_jmth3i,12
665649432,春仙,,ugc_yj1nv3,15
665653977,陈总,,ugc_9lln2g,26
666834466,梦醒时分,宏伟的汉中龙岗大桥,ugc_bvzrl4v,18
666834466,梦醒时分,汉中汉,ugc_74famb,27
666834466,梦醒时分,睛空下的汉中汉江东岸，似海市蜃楼,ugc_b24j48j,27
666834466,梦醒时分,晴空下的汉中汉江东岸，似海市蜃楼,ugc_bjgzb23,39
666834466,梦醒时分,诗画汉中，一江两岸,ugc_8g5nas,27
666834466,梦醒时分,美丽的汉,ugc_br62g2r,15
666834466,梦醒时分,初春的汉中江畔,ugc_bfw3vv,19
667162013,💎兰姐,肩颈痛腰腿痛像这样做很舒服,ugc_bxhswwn,37
667453933,张子晴奶奶,弟弟,ugc_s22uai,85
668716480,可乐蚂蚁,,ugc_bfr78kb,268
668716480,可乐蚂蚁,,ugc_bgff23h,145
668716480,可乐蚂蚁,,ugc_i22ryu,44
668716480,可乐蚂蚁,两袋子面 ，三袋子醋，两袋子茶叶 半公斤辣面子，一公斤韭菜 韭菜要新鲜的，两公斤西红柿，20几个鸡蛋，5根黄瓜,ugc_tzm0on,47
668716480,可乐蚂蚁,,ugc_h3wz7d,27
669217229,陈力18909972198,老有才了。😂😂,ugc_380puj,48
669560566,蔚蓝天空13797165265,游河南灵山古刹！,ugc_bfgc5qo,15
670124566,好的祝福,,ugc_nunhqu,6
670317808,肖可馨爷爷肖吕钊,,ugc_xu2t55,15
670659172,人生旅途,,ugc_7ph3fj,65
671859001,嘟嘟,,ugc_buex1kk,15
671859001,嘟嘟,,ugc_bce0n1f,14
672940543,缘,国家让我在家里睡觉🔥 🔥 🔥,ugc_bueug0i,22
673337622,王贵仁,,ugc_krbhtp,60
673337622,王贵仁,,ugc_erbsnd,19
673337622,王贵仁,,ugc_biygr57,59
673337622,王贵仁,,ugc_f0gc30,30
673337622,王贵仁,,ugc_bgzlaek,36
673337622,王贵仁,,ugc_bq1vx5d,37
673337622,王贵仁,,ugc_qtxw1j,42
673337622,王贵仁,,ugc_bi70iom,54
673337622,王贵仁,,ugc_n3je4l,163
673337622,王贵仁,,ugc_g0aysj,17
673337622,王贵仁,,ugc_tccvc,54
673337622,王贵仁,,ugc_c5l5vm,59
673337622,王贵仁,,ugc_cl456p,267
673337622,王贵仁,,ugc_jfy07c,167
673337622,王贵仁,,ugc_5qbbbf,45
673337622,王贵仁,,ugc_bzrga8x,19
673337622,王贵仁,,ugc_b6fx74c,5
673337622,王贵仁,,ugc_b433cmc,15
673337622,王贵仁,,ugc_zhmmlj,15
673337622,王贵仁,,ugc_6atcal,19
673337622,王贵仁,,ugc_jayvu,15
673337622,王贵仁,,ugc_vxbpzl,19
673337622,王贵仁,,ugc_sclj7t,140
673337622,王贵仁,,ugc_mcpxhq,118
673337622,王贵仁,,ugc_bomo0ki,149
673337622,王贵仁,,ugc_bk13hkl,34
673705314,朱海生,我骄傲，我自豪，我曾经当过兵,ugc_bzg3r2i,424
674687267,冬天的阳光,,ugc_31akjs,59
674687267,冬天的阳光,大家早上好起床没,ugc_vrbovf,14
676349302,Eason,,ugc_b24biep,15
676374339,何知力,,ugc_bmuk3dc,231
677300302,都市丽人,伦巴舞续集,ugc_ba85d68,10
677300302,都市丽人,衣袂飘飘，仙女下凡啊,ugc_bzch8hq,60
677300302,都市丽人,中式的天仙配,ugc_gcz1dc,138
677501264,健康快乐,,ugc_ddbw0w,234
677501264,健康快乐,,ugc_zyio2,121
677501264,健康快乐,,ugc_bb8nnlo,175
677501264,健康快乐,,ugc_7pcg3p,207
677501264,健康快乐,,ugc_bxttum8,178
677501264,健康快乐,,ugc_b2xsgvp,122
677501264,健康快乐,,ugc_2w6cm5,249
677501264,健康快乐,,ugc_bcyz87m,116
677501264,健康快乐,,ugc_brivetl,186
677501264,健康快乐,,ugc_60mimo,299
678259173,英之玉,,ugc_bekkhm8,17
678320139,彭姊妹拒绝在加群,,ugc_bejhfnv,15
679793981,NewTechWood环源,翻到三年前的视频，转眼两个宝贝己经会抢玩具会争看电视了,ugc_u7j88m,10
679793981,NewTechWood环源,,ugc_5hfip7,9
679793981,NewTechWood环源,,ugc_b13uvjj,9
679793981,NewTechWood环源,,ugc_rr50f,9
679793981,NewTechWood环源,,ugc_8ua6ol,8
680180869,黄亚水,,ugc_fi2i0w,103
681405371,都来福：15526330984,早上好！,ugc_b2y2tgb,26
681405371,都来福：15526330984,大家好！,ugc_mi8q46,83
681405371,都来福：15526330984,早上好！,ugc_ept4vo,29
681405371,都来福：15526330984,大家好！,ugc_b624b4p,211
681405371,都来福：15526330984,道师哭灵精彩！,ugc_hoy6ms,248
681405371,都来福：15526330984,晚上好！,ugc_hdl0e8,15
681405371,都来福：15526330984,早上好！,ugc_bdixb8a,158
681405371,都来福：15526330984,大家好！,ugc_b22ksas,94
681405371,都来福：15526330984,,ugc_9d5tx3,196
681405371,都来福：15526330984,,ugc_3gza3l,172
681908184,锦上添花13707795917,,ugc_2zh95a,58
681997392,盘珍,,ugc_e3uur1,10
681997392,盘珍,,ugc_bh195jt,5
682374620,代,,ugc_yte93w,27
684497375,老李小吃,,ugc_xytx24,15
684827934,＾管振国！,,ugc_bkzy1jw,5
685589800,煥,举头三尺有神明,ugc_bwz3fy0,224
685589800,煥,思,ugc_9vobj2,270
686267235,高山流水,一年小学生在家控疫情，参与做饭学学厨艺挺好的。看他扞的大饺子皮…,ugc_z5wcdm,26
686346095,高建苟,老公,ugc_byihgto,47
690167979,李金坡,,ugc_x1ud2r,15
690299368,毛老羊,,ugc_bdj3si2,83
690299368,毛老羊,,ugc_97yck,118
690299368,毛老羊,,ugc_beb7u3f,215
690299368,毛老羊,,ugc_crd8xu,59
690347911,草头天子,,ugc_blpj6zt,18
691348597,福香🐰,,ugc_bsidgja,15
693691202,贾荣晓y,,ugc_xs3v2k,224
694100316,小渔儿,,ugc_b0sf7zr,701
695162966,罗燕红,,ugc_tf14np,36
695162966,罗燕红,,ugc_6yksan,24
695434734,冰心,,ugc_bduzp62,10
695434734,冰心,,ugc_bcfalca,189
695434734,冰心,,ugc_boib8z0,32
695434734,冰心,,ugc_byxtml1,82
695434734,冰心,,ugc_8ezrpm,80
696016598,一生平安,,ugc_jfeuqj,3
696631795,老花镜,是否都是咱们小时演过,ugc_bkf9tfo,189
697100090,郭,,ugc_bpqzi6u,16
697764823,海航,,ugc_545hrg,15
697764823,海航,,ugc_bvwx1s2,15
